0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
-0.15224759302368165,0.7919175808410646,-0.8379370044250489,0.3175340227294922,-0.8210632157775879,-1.2616991965942383,0.45635928387451175,-0.037825209814310076,-0.15242436034083368,-0.08688563046455385,0.0752759126007557,-0.025091970866918566,-0.06441520879268647,0.06254267365336419,0.8988168668746951,0.7115633529424653,0.5243098390102382,1.1235210835933678,1.7227323281764986,1.0111689752340307,0.636661947369576,2.048,-12.652,-1.524,-10.98,2.436,-6.356,0.0
-0.28838838779296877,0.9763787703735353,-0.9878836262695313,0.03988350043945313,-0.8954612839050293,-1.5236264158264161,0.5859806603027344,-0.004868591362237931,0.029211548173427585,-0.010111689752340317,0.005617605417966843,0.001872535139322281,0.005617605417966843,-0.0014980281114578247,-0.9737182724475861,-0.22470421671867377,-1.4980281114578247,-1.1235210835933687,0.48685913622379307,1.3856760030984878,-0.3370563250780106,-2.08,-8.744,-0.34,-10.156,1.332,-2.652,-0.196
-0.30181071967163087,0.9921020734313966,-0.9882671214660645,0.06289321223144531,-0.9081166253906251,-1.5079031127685547,0.5840631843200684,-0.0022470421671867374,-0.004119577306509018,-0.02172140761613846,0.0014980281114578247,0.0022470421671867374,-0.003370563250780106,-0.005617605417966843,0.5617605417966843,-1.4980281114578247,-3.033506925702095,-1.5354788142442704,0.37450702786445617,-0.07490140557289125,-1.9099858421087266,-2.532,-8.188,-0.776,-8.24,1.22,-2.208,-0.196
-0.3014272244750977,0.9917185782348633,-0.9882671214660645,0.06366020262451172,-0.9092671109802247,-1.5071361223754884,0.5840631843200684,-0.004119577306509018,0.0003745070278644562,0.0179763373374939,-0.003370563250780106,-0.006741126501560212,0.008613661640882493,-0.01086070380806923,0.0,0.4494084334373474,2.4717463839054115,-2.546647789478302,-1.0111689752340318,-0.37450702786445617,-0.8239154613018037,-2.596,-8.128,-0.9,-8.064,1.22,-2.196,-0.196
-0.02185922620239258,1.302733182623291,-0.6350680454589844,-0.11658253974609376,-0.6807039738464356,-1.2210487057617188,0.2657621711975098,-0.12433633325099946,-0.3651443521678448,-0.22432970969080926,0.34342294455170636,-0.11759520674943924,-0.13145196678042412,0.14568323383927345,-0.3745070278644569,1.8725351393222789,5.018394173383714,-2.9960562229156493,0.9737182724475879,-3.1833097368478764,-0.8239154613018052,3.364,-11.7,-1.244,-15.16,1.176,-6.82,0.008
-0.13575729957275393,1.243674922357178,-0.5756262899963379,-0.07823302009277344,-0.5875146410888672,-1.30618463939209,0.3255874218566895,0.1172206997215748,-0.5067080087006093,0.03183309736847878,0.4089616744279862,0.13482253003120423,0.2291983010530472,-0.05804858931899071,-0.14980281114578137,-1.3856760030984905,-2.658999897837639,2.621549195051198,-0.8613661640882508,-2.209591464400293,1.498028111457824,0.096,-7.88,0.06,-8.712,0.78,-2.54,-0.26
0.1587670113647461,0.9575875057434082,-0.3313398498046875,-0.018407769433593752,-0.4275971441345215,-0.9322768227722169,0.12463593887329102,-0.05168196984529495,0.4752494183599949,-0.16515759928822518,-0.3194544947683811,-0.02958605520129204,-0.1872535139322281,-0.0022470421671867374,-2.059788653254509,-1.4231267058849362,-1.0486196780204764,-0.29960562229155996,-1.2358731919527053,-0.07490140557289138,0.8988168668746948,3.396,-11.02,-1.776,-14.304,0.228,-3.024,-0.24
-0.2929903301513672,0.975995275177002,-1.0093593572753907,0.09357282795410157,-0.9253739092346192,-1.5013836944274903,0.5806117275512696,-0.09437577102184297,0.145308726811409,-0.07639943368434907,-0.26290393356084824,-0.04681337848305703,-0.01685281625390053,0.05430351904034615,-1.3482253003120435,-3.1833097368478778,1.1984224891662592,4.980943470597271,-1.460577408671379,1.6852816253900529,-1.8725351393222802,-2.08,-7.756,-0.436,-9.948,1.028,-2.868,-0.028
-0.3041116908508301,1.0074418812927246,-1.0051409101135254,0.04793689956665039,-0.9284418708068848,-1.5075196175720216,0.5829126987304688,0.004119577306509018,-0.01984887247681618,0.04568985739946366,-0.007115633529424668,0.008613661640882493,-0.005243098390102387,0.003370563250780106,-0.6741126501560213,1.2358731919527057,4.494084334373475,-1.79763373374939,1.086070380806923,-1.7227323281764986,0.299605622291565,-1.664,-8.248,-0.436,-10.48,1.24,-2.6,-0.056
-0.2577087720703125,1.4845099057800295,-0.7658399074768066,-0.2703641135559082,-0.8118593310607911,-1.4802914586181641,0.4509903511230469,0.06404070176482202,0.09699732021689415,0.08314056018590928,-0.04831140659451485,0.044566336315870286,0.07677394071221352,-0.04231929414868355,2.5840984922647485,1.2358731919527048,1.6103802198171617,1.984887247681618,-1.6103802198171617,-5.130746281743051,-0.8239154613018037,-1.664,-6.496,0.152,-14.128,1.056,-2.552,-0.26
