0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,0.0273,-0.0023,0.0,0.0,0.0,0.0,3.5542168674698797,1.1566265060240966,20.8314,41.5922,31.0964,11.9303,-3.1179,-0.4729
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3483,-10.7375,-3.9377,2.7071,2.622,2.7538
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.4383,0.663,-0.8433,0.4612,-1.8512,-0.2226
-3.0572,-2.335,-1.4743,-0.9558,1.5973,-0.7987,-0.021,-0.0055,-0.0927,0.0876,0.0018,-0.0282,0.4457831325301203,-0.14457831325301201,0.5180722891566263,-0.8433734939759043,0.0,0.25301204819277123,-4.5843,23.9319,11.0492,0.8278,-4.4653,-1.4959
-2.5442,-2.2304,0.3543,-2.7181,1.5659,-0.2114,0.0005,-0.0001,-0.0003,0.0,-0.0026,-0.0103,0.04819277108433735,0.0,0.0,-0.012048192771084338,1.180722891566265,-3.542168674698795,-25.8877,-5.7659,1.4298,-1.6968,-0.523,-0.8345
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,-0.0001,0.0,0.0,-0.0001,0.0151,-0.0278,0.0,0.0,0.0,0.0,0.9397590361445783,-6.771084337349397,36.8764,43.9859,31.5921,10.7023,1.373,1.3629
-2.681,-1.934,-0.6496,-2.062,1.579,-0.3328,0.3219,0.1138,0.7611,-0.7519,-0.0177,0.3043,-2.0000000000000004,-0.2048192771084346,-1.2048192771084347,2.289156626506026,0.27710843373493976,-1.5542168674698755,12.6286,18.5615,5.0925,-0.9255,-2.594,-0.3613
-3.0577,-2.3351,-1.4764,-0.9538,1.5973,-0.7994,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,2.734939759036145,-0.4045,14.3112,5.4707,3.5822,-2.9542,-0.8067
-1.2261,-1.8882,0.1696,-2.124,0.7545,-0.1017,-1.4496,-0.3773,0.2009,-0.6627,0.9134,-0.1174,0.7349397590361438,0.03614457831324903,-0.19277108433735157,-0.9518072289156514,2.26506024096386,0.06024096385542174,3.9326,-4.7495,4.2383,-0.4473,0.9251,-0.6313
-0.2455,-1.5895,-0.0601,-1.6566,0.1416,-0.01,0.7593,0.1024,0.0953,0.2253,-0.4523,0.0571,-1.8915662650602467,-0.15662650602409586,-0.18072289156626523,0.2168674698795176,2.506024096385547,-0.3253012048192772,-9.9888,11.2811,0.9213,-0.4588,-0.2141,0.9094
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,-0.0001,0.0,0.0,-0.0001,-0.0251,0.0101,0.0,0.0,0.0,0.0,-5.542168674698795,4.481927710843373,35.9325,43.302,27.1313,10.6186,4.8597,-1.2518
-3.0562,-2.312,-1.4775,-0.9755,1.5982,-0.7896,0.0169,0.1692,0.0229,-0.1822,-0.0358,0.0803,0.20481927710843353,1.1204819277108438,0.4457831325301207,-1.3012048192771088,-3.5542168674698793,0.2771084337349393,-19.8183,-12.2554,-7.204,-3.8841,-6.247,0.1343
-2.6538,-1.9245,-0.5866,-2.1248,1.5774,-0.307,0.2876,0.1048,0.6932,-0.6781,-0.0124,0.2862,-0.9638554216867411,-0.2168674698795176,-0.301204819277102,1.9518072289156616,0.2650602409638555,-0.3132530120481917,-9.0833,25.0737,10.8531,0.877,1.6147,0.7929
-3.0516,-2.2768,-1.4714,-1.018,1.5976,-0.7706,0.0363,0.3065,0.0228,-0.3211,0.0018,0.1449,0.19277108433734907,1.13253012048193,-0.06024096385542174,-0.6867469879518051,0.07228915662650603,0.07228915662650474,-7.0252,23.806,10.7098,2.2858,-4.8858,0.5248
0.0192,-1.555,-0.0253,-1.5773,-0.0225,0.0127,-0.0279,-0.0064,0.0034,-0.0055,0.0213,-0.002,-0.7349397590361447,-0.24096385542168675,0.04819277108433732,1.6265060240963856,1.506024096385542,-0.16867469879518074,-14.6908,9.297,-2.463,-1.7598,-1.389,1.6072
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,-0.0237,0.0262,0.0,0.0,0.0,0.0,-6.36144578313253,6.481927710843373,20.6966,42.2761,30.8211,12.014,1.0104,-3.4493
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4719,-10.4639,-3.9652,2.8467,2.5383,2.9206
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.146,-9.9852,-3.9652,2.8187,2.5104,2.6981
-2.4306,-2.5283,-0.9937,-1.1541,1.6131,-0.1274,0.0153,0.1858,0.0119,-0.22,-0.0087,0.0155,0.08433734939759027,0.819277108433735,0.3012048192771085,-1.2530120481927702,-0.5301204819277108,0.02409638554216874,-12.2472,23.9969,4.9044,1.9063,-1.8765,-0.801
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1012,9.5539,-0.8157,0.2658,-1.907,-0.1391
-2.4066,-2.2178,-0.9827,-1.533,1.6023,-0.1068,-0.0005,-0.0119,-0.0009,0.0141,0.0001,-0.0003,-0.10843373493975904,-0.493975903614458,0.0,1.6746987951807228,0.0,0.0,-17.1402,-32.3982,-28.4478,-2.6873,1.9906,2.7546
-2.5544,-1.8912,-0.3606,-2.3494,1.5717,-0.2132,0.0085,-0.0213,-0.0464,0.0542,-0.0005,0.0186,0.07228915662650601,0.02409638554216853,-0.8433734939759036,0.8915662650602406,0.0,3.9759036144578315,-9.4869,17.2784,7.361,3.1308,2.5589,0.8003
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,-0.0208,-0.0178,0.0,0.0,0.0,0.0,-2.855421686746988,-5.433734939759036,20.5618,41.729,31.0689,12.1256,1.373,-0.3895
-2.4065,-2.2174,-0.9829,-1.5333,1.6023,-0.1067,0.0013,-0.0007,-0.0009,0.008,0.0001,-0.0004,-0.012048192771084343,0.012048192771084343,0.048192771084337345,0.20481927710843376,0.0,0.0,-22.5701,-40.3555,-23.9115,-3.4742,1.7343,2.156
-3.0265,-2.0517,-1.4472,-1.2711,1.5987,-0.6577,-0.0039,-0.0491,0.0014,0.0493,0.0,-0.0226,-0.08433734939759031,-0.674698795180723,-0.07228915662650603,0.9638554216867462,0.0,0.31325301204819295,15.448,18.6391,6.1579,0.3471,-3.282,-1.3382
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,1.855421686746988,-31.0787,-2.0195,1.311,-0.2198,-4.1088,-0.3338
-0.5584,-1.6306,-0.1009,-1.7505,0.3356,-0.0371,1.0779,0.1375,0.1419,0.3096,-0.6788,0.0871,1.3493975903614577,-0.42168674698794884,-0.012048192771083011,-2.072289156626505,-3.5180722891566267,0.24096385542168697,-8.0576,5.5969,5.3737,1.1686,3.644,-3.3797
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,0.0236,-0.0178,0.0,0.0,0.0,0.0,4.746987951807229,-4.807228915662651,20.6292,43.0284,28.9486,11.9582,-3.0063,-0.9736
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1686,1.4153,-0.4027,0.4333,-1.8512,-0.1113
-3.0577,-2.3351,-1.4764,-0.9538,1.5973,-0.7994,0.0,0.0,0.0,0.0,0.0,-0.0023,0.0,0.0,0.0,0.0,0.0,0.7951807228915663,-0.6068,12.875,6.0765,3.5264,-3.1216,0.9457
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0338,1.2785,-0.2099,0.3217,-1.9628,-0.0835
-0.0195,-1.56,-0.0307,-1.5887,0.0014,0.0095,0.3001,0.0397,0.0394,0.0915,-0.1902,0.0269,-1.6987951807228918,-0.03614457831325321,-0.20481927710843376,-0.6746987951807238,-1.289156626506026,0.18072289156626523,17.6542,1.4723,2.5007,2.211,3.0858,-4.1293
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2134,-10.1219,-4.2405,2.8187,2.622,2.6703
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0,0.0,0.0003,0.0002,0.0141,0.0,0.0,0.0,0.0,0.0,4.72289156626506,-31.3484,-2.7034,0.5675,-0.6664,-5.1687,-3.2267
-0.0328,-1.5829,0.015,-1.5824,0.0283,0.0036,-0.0001,0.0,0.0,-0.0001,0.0,-0.0119,0.0,0.0,0.0,0.0,0.0,-3.6626506024096384,-3.1686,-9.3831,-2.1223,-0.4286,-3.3561,3.0597
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0112,-10.3271,-4.3782,2.735,2.7056,2.6147
-1.4011,-1.751,-0.188,-1.9996,0.8672,-0.1125,1.469,0.1836,0.2153,0.4537,-0.8725,0.1206,1.6506024096385596,0.6024096385542174,-0.32530120481927804,2.0120481927710836,4.93975903614457,0.08433734939758943,-18.4907,22.229,9.6773,1.7344,-1.1235,-3.0773
-2.5479,-1.9024,-0.3804,-2.323,1.573,-0.2065,-0.0419,0.105,0.1974,-0.2445,-0.0089,-0.0328,0.1084337349397588,-0.16867469879518054,-0.3012048192771087,0.8072289156626486,-0.6265060240963856,0.1084337349397588,-4.1002,17.222,9.1541,0.918,0.4723,-1.3471
-2.4061,-2.2213,-0.9846,-1.5293,1.6033,-0.107,0.0001,0.0172,0.0001,-0.0168,-0.0004,0.0,0.0,-0.06024096385542174,0.0,-2.144578313253012,0.0,0.0,-21.2917,29.3442,-2.0827,1.7361,3.0484,1.7329
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,-0.0001,-0.0001,0.0081,0.0191,0.0,0.0,0.0,0.0,3.120481927710843,0.9156626506024095,20.764,43.3703,31.124,12.1256,-0.1333,-3.6718
-2.4331,-2.5575,-0.9952,-1.1167,1.6145,-0.1304,0.0,-0.0002,0.0003,-0.0001,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.3734939759036145,-26.0225,11.7074,5.4895,0.1188,-5.1395,-3.8387
-2.4331,-2.5575,-0.9952,-1.1167,1.6145,-0.1304,0.0,0.0,0.0007,-0.0001,0.0,0.0241,0.0,0.0,-0.012048192771084343,0.0,0.0,5.506024096385542,-25.2135,12.7332,5.7373,-0.1324,-5.028,-3.9778
-2.5547,-1.89,-0.3578,-2.3529,1.5717,-0.2134,0.0031,0.0006,0.0057,-0.0055,-0.0002,-0.0159,-0.12048192771084343,-0.012048192771084343,-0.21686746987951802,1.530120481927711,0.0,-4.9397590361445785,-17.7343,-3.3908,0.7267,1.8261,3.3737,2.86
-3.0283,-2.0561,-1.4523,-1.2619,1.5982,-0.6627,0.0,0.0058,0.0005,0.0001,-0.0001,-0.0142,0.0,0.7710843373493975,0.0,0.0,0.0,-4.1084337349397595,-16.1124,-37.1773,-23.7964,-3.586,0.2855,1.0848
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0003,-0.0042,-0.0027,-0.0016,-0.0224,0.0,0.0,-0.1325301204819277,-0.03614457831325305,0.036144578313253004,-5.602409638554216,26.4269,15.7622,28.4612,11.1391,7.3556,0.2225
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0,0.0,0.0,0.0,-0.0205,0.0,0.0,0.0,0.0,0.0,-4.349397590361446,-30.8765,-2.1563,1.0081,-0.2198,-4.1924,0.0834
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.15662650602409647,-30.7416,-2.0195,1.0356,-0.1919,-4.6108,-3.6996
-2.5062,-1.9978,-0.564,-2.0828,1.582,-0.1787,0.1232,-0.2768,-0.5406,0.7061,0.0294,0.0881,0.1084337349397588,0.6626506024096391,-1.5542168674698822,-0.012048192771096386,0.34939759036144574,0.4939759036144569,-27.1827,-1.8514,10.871,2.8404,-2.7804,-1.5384
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0,0.0,0.0,0.0,-0.0237,0.0,0.0,0.0,0.0,0.0,-5.349397590361445,-31.1461,-2.4982,0.54,-0.3594,-4.4714,-0.9736
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,-0.0005,-0.0007,0.0022,0.0204,0.0,0.0,0.0,0.0,-1.1566265060240963,1.132530120481928,20.6292,43.2336,33.2442,13.1862,-2.5879,-3.3936
-2.7538,-1.9595,-0.8179,-1.8943,1.5831,-0.4017,0.4015,0.1408,0.943,-0.9255,-0.0221,0.3928,-1.7710843373493965,-0.3373493975903611,0.7831325301204759,3.060240963855419,0.4578313253012046,1.397590361445783,7.1619,25.7414,7.8352,0.6702,-4.0292,-1.7152
-2.408,-2.2446,-0.9851,-1.501,1.6043,-0.1072,0.0147,0.1883,0.0044,-0.2416,-0.004,0.0114,-0.06024096385542174,-1.1686746987951824,0.26506024096385544,-0.0843373493975911,0.8072289156626505,-0.7831325301204818,-24.2298,21.7399,1.629,0.3322,1.6946,2.8132
-0.0328,-1.5829,0.015,-1.5824,0.0283,0.0036,-0.0001,0.0,0.0,-0.0002,0.0,0.0232,0.0,0.0,0.0,0.0,0.0,5.903614457831326,-2.2248,-9.6566,-2.0121,-0.2611,-3.6908,1.808
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8764,-10.3955,-4.2681,2.9304,2.5104,2.865
-2.3421,-2.1771,0.3241,-2.6275,1.4414,-0.1943,-0.6218,-0.1556,0.0831,-0.2833,0.3723,-0.0478,1.9518072289156616,0.5783132530120481,-0.12048192771084348,-0.1566265060240992,-3.6987951807228923,0.28915662650602403,-26.6892,8.297,2.8044,-0.2768,4.1348,-1.5681
-2.4331,-2.5575,-0.9952,-1.1167,1.6145,-0.1304,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,-1.674698795180723,-25.6854,11.0919,5.2967,-0.1603,-4.3585,-2.4479
-2.4331,-2.5575,-0.9952,-1.1167,1.6145,-0.1304,0.0,0.0005,0.0013,-0.0001,0.0,0.0182,0.0,0.09638554216867469,-0.07228915662650603,0.0,0.0,5.144578313253012,-25.8203,13.5539,5.9025,-0.0487,-5.028,-2.1975
-3.0283,-2.0561,-1.4523,-1.2619,1.5982,-0.6627,0.0,0.0001,-0.0005,0.0002,0.0,-0.0178,0.0,0.0963855421686747,0.0,0.0,0.0,-5.168674698795181,-16.1124,-62.7556,-24.7327,-3.3906,0.0902,1.4464
-0.0541,-1.5645,-0.0352,-1.5991,0.0228,0.0065,0.3703,0.0496,0.0483,0.1067,-0.2257,0.0287,-0.6265060240963835,0.2650602409638555,-0.31325301204819256,-0.5662650602409633,1.2530120481927702,0.07228915662650601,-16.7992,0.44,-0.9828,0.4213,-1.4655,-1.4108
-3.0532,-2.2873,-1.4742,-1.0039,1.5982,-0.7769,-0.036,-0.2878,-0.0283,0.3117,0.0023,-0.1436,0.3012048192771087,1.3493975903614444,1.012048192771085,-2.746987951807234,1.9879518072289157,-0.1686746987951822,-14.2086,7.7084,16.2646,2.8143,-4.4072,3.3028
-3.0491,-2.2512,-1.47,-1.0449,1.5983,-0.7586,-0.041,-0.3659,-0.0432,0.4365,0.0158,-0.1817,0.2168674698795176,0.7831325301204826,-0.385542168674699,2.0481927710843393,2.1566265060240966,-0.07228915662650474,28.4136,25.6049,19.197,10.0154,-2.5683,2.8452
-2.5531,-1.8961,-0.3705,-2.3364,1.574,-0.2122,0.03,-0.0637,-0.1113,0.1555,0.003,0.0185,0.20481927710843376,-0.3855421686746998,-0.7469879518072285,1.5060240963855436,-0.4819277108433735,0.4216867469879518,6.6179,-19.8543,-9.1272,-6.9792,4.3731,1.2396
-2.4311,-2.532,-0.9944,-1.148,1.6136,-0.1285,0.0144,0.176,0.0058,-0.2131,-0.0055,0.0137,-0.24096385542168697,0.36144578313253045,0.20481927710843364,-0.7590361445783133,0.3253012048192772,-0.506024096385542,-14.2703,20.3477,-1.7034,-0.7408,-2.7628,-1.8375
-0.0328,-1.5829,0.015,-1.5824,0.0283,0.0036,-0.0001,0.0,0.0,-0.0002,0.0,-0.0178,0.0,0.0,0.0,0.0,0.0,-4.939759036144578,-2.8315,-9.3831,-2.1498,-0.289,-3.6908,4.0055
-0.0001,-1.5708,0.0,-1.5708,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4831,-11.011,-3.9652,2.735,2.7056,2.865
-0.3776,-1.6068,-0.0773,-1.6963,0.2234,-0.0215,0.9109,0.1163,0.1158,0.2775,-0.5689,0.0737,-0.10843373493976047,-0.20481927710843292,-0.2530120481927716,0.6265060240963901,0.2650602409638664,0.13253012048192817,-5.9621,0.1777,1.2801,2.0892,-1.9176,-3.2661
-0.0328,-1.5829,0.015,-1.5824,0.0283,0.0036,-0.0001,0.0,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,4.120481927710843,-2.6293,-10.2038,-2.1498,-0.0379,-3.8303,3.7551
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,0.0044,-0.0262,0.0,0.0,0.0,0.0,-1.1686746987951808,-3.4698795180722892,20.6966,43.1652,28.8936,12.1256,-2.3369,0.5841
-0.0328,-1.5829,0.015,-1.5824,0.0283,0.0036,-0.0001,0.0,0.0,-0.0001,0.0,-0.0031,0.0,0.0,0.0,0.0,0.0,1.180722891566265,-2.8989,-9.3831,-2.0672,-0.624,-3.2724,4.4505
-2.548,-2.2294,0.3459,-2.7145,1.5672,-0.2128,-0.0177,0.0156,-0.0897,0.078,-0.0014,-0.0206,-0.20481927710843376,0.45783132530120474,-1.0240963855421696,0.5180722891566263,0.08433734939759034,0.3012048192771083,2.3472,10.1524,2.6259,3.3741,-1.4244,0.8261
-0.0581,-1.5753,-0.0139,-1.6116,0.0253,0.006,-0.3669,-0.094,0.0526,-0.1621,0.2176,-0.0298,-2.3373493975903648,-0.26506024096385467,-0.1084337349397588,-0.024096385542169366,-1.1204819277108438,0.04819277108433748,8.7766,0.9405,2.3401,-1.7761,2.165,-1.1725
-2.433,-2.5577,-0.9946,-1.1181,1.6142,-0.1294,0.0,0.0,0.0,0.0,0.0,-0.0238,0.0,0.0,0.0,0.0,0.0,-5.120481927710844,-30.8765,-2.2247,0.7327,-0.3873,-4.7224,0.2225
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,0.0203,0.0111,0.0,0.0,0.0,0.0,1.578313253012048,2.7710843373493974,20.9662,41.9341,31.0138,11.8745,-2.2811,-0.3338
-3.0577,-2.3351,-1.4764,-0.9538,1.5973,-0.7994,0.0,0.0,0.0,0.0,0.0,0.0177,0.0,0.0,0.0,0.0,0.0,4.903614457831325,-0.7416,11.7123,6.1315,3.6659,-3.2889,-2.5035
0.0202,-1.5547,-0.0255,-1.5768,-0.0231,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5057,1.5521,-0.2099,0.4054,-1.8233,-0.1113
-2.4101,-2.2616,-0.9837,-1.4798,1.6037,-0.1097,-0.018,-0.2492,-0.0107,0.3027,0.0041,-0.0195,-0.13253012048192775,-0.7831325301204826,-0.08433734939759027,1.63855421686747,-1.710843373493976,-0.6626506024096385,-7.7518,-43.0474,-21.3828,-3.4477,3.8258,0.8537
-2.8153,-2.1283,-0.6569,-1.9089,1.5848,-0.4608,-0.3166,0.1236,-1.2282,0.9837,0.0228,-0.3087,0.5060240963855399,-0.24096385542168527,0.6385542168674798,0.19277108433735493,-0.3253012048192768,0.6385542168674732,14.1412,14.1968,12.5287,1.0072,-1.9382,-0.5154
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,-0.0207,-0.0137,0.0,0.0,0.0,0.0,-2.7710843373493974,-4.096385542168675,20.764,42.4813,31.1515,12.0698,1.4009,-2.1141
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,-0.0001,0.0,-0.0254,0.0128,0.0,0.0,0.0,0.0,-5.710843373493976,3.6867469879518073,20.4943,42.7548,30.2153,12.0698,0.7872,-1.1127
-2.5558,-1.8903,-0.3595,-2.3508,1.5736,-0.2142,0.0,-0.0003,-0.0005,0.001,-0.0002,0.0177,0.0,0.0,0.01204819277108433,-0.036144578313253004,0.0,5.240963855421686,-14.9663,-34.0794,-21.5351,-8.277,5.089,2.3643
-2.5131,-1.9806,-0.5284,-2.1284,1.5804,-0.1821,-0.1162,0.2672,0.5135,-0.6869,-0.0239,-0.0802,0.15662650602409586,-0.5903614457831344,-1.0361445783132592,-0.831325301204808,-0.34939759036144574,-0.024096385542167694,18.0101,11.27,4.4153,0.3594,-1.7848,0.774
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,0.0101,-0.0237,0.0,0.0,0.0,0.0,3.5301204819277108,-5.951807228915663,20.6966,42.4813,31.0413,12.0698,-0.1891,0.0834
-3.0577,-2.3351,-1.4764,-0.9538,1.5973,-0.7994,0.0,-0.0001,0.0,-0.0004,0.0,-0.0023,0.0,0.0,0.0,0.0,0.0,0.9518072289156627,-1.4832,15.2687,5.2779,4.4474,-3.4842,-0.2504
-3.0044,-2.0477,-1.397,-1.317,1.5969,-0.64,0.1264,0.0428,0.305,-0.3119,-0.0056,0.125,-0.08433734939758776,0.012048192771083847,-0.12048192771084348,-1.9879518072289175,-0.40963855421686746,0.6506024096385544,-10.1096,-39.5457,-25.7103,-4.3302,0.5175,-2.2643
-0.0328,-1.5829,0.015,-1.5824,0.0283,0.0036,-0.0002,0.0,0.0,-0.0001,0.0004,-0.0236,0.0,0.0,0.0,0.0,-0.012048192771084336,-5.590361445783132,-2.2248,-9.2463,-2.2049,-0.8751,-4.5276,5.4241
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,0.0211,-0.0275,0.0,0.0,0.0,0.0,1.0602409638554218,-3.710843373493976,20.6292,42.5496,26.911,11.9303,-2.5879,1.3629
-3.0584,-2.3324,-1.4795,-0.9527,1.5982,-0.7997,0.0,0.0,0.0,0.0,-0.0021,0.0239,0.0,0.0,0.0,0.0,0.710843373493976,1.6626506024096388,20.5618,42.5496,31.0413,12.1815,0.4525,-3.032
