0.32	-17.704	-0.964	-18.164	-0.044	-2.74	-0.14
0.288	-17.672	-0.872	-18.104	-0.044	-2.76	-0.128
0.384	-17.704	-0.84	-18.104	-0.052	-2.74	-0.156
0.48	-17.672	-0.872	-18.164	-0.044	-2.728	-0.156
0.384	-17.704	-0.996	-18.164	-0.024	-2.78	-0.112
0.416	-17.704	-0.964	-18.132	-0.044	-2.768	-0.128
0.32	-17.732	-0.932	-18.164	-0.052	-2.748	-0.14
0.32	-17.764	-0.872	-18.164	-0.044	-2.76	-0.148
0.48	-17.672	-0.932	-18.192	-0.044	-2.74	-0.128
0.416	-17.704	-0.872	-18.164	-0.036	-2.748	-0.12
0.352	-17.704	-1.028	-18.164	-0.036	-2.748	-0.12
0.448	-17.672	-0.84	-18.132	-0.036	-2.74	-0.14
0.48	-17.704	-0.932	-18.164	-0.016	-2.748	-0.128
0.32	-17.58	-0.9	-18.132	-0.036	-2.72	-0.128
0.448	-17.608	-0.808	-18.164	-0.036	-2.76	-0.128
0.48	-17.672	-0.808	-18.104	-0.024	-2.768	-0.12
0.448	-17.672	-0.932	-18.164	-0.036	-2.72	-0.148
0.352	-17.704	-0.872	-18.132	-0.036	-2.74	-0.148
0.512	-17.704	-0.932	-18.164	-0.044	-2.74	-0.128
0.448	-17.704	-1.028	-18.192	-0.044	-2.748	-0.12
0.448	-17.704	-0.932	-18.164	-0.036	-2.748	-0.12
0.32	-17.704	-0.872	-18.104	-0.016	-2.728	-0.148
0.384	-17.58	-0.872	-18.192	-0.036	-2.768	-0.12
0.384	-17.608	-0.9	-18.104	-0.044	-2.74	-0.128
0.512	-17.704	-0.996	-18.104	-0.024	-2.768	-0.148
0.32	-17.64	-0.9	-18.104	-0.024	-2.7	-0.148
0.448	-17.58	-0.964	-18.192	-0.044	-2.76	-0.12
0.32	-17.704	-1.4	-18.132	-0.036	-2.768	-0.14
0.256	-17.672	-1.62	-18.192	-0.036	-2.748	-0.12
0.032	-17.64	-1.932	-18.252	-0.036	-2.72	-0.112
-0.096	-17.608	-2.68	-18.252	-0.1	-2.748	-0.092
0.032	-17.456	-3.396	-18.576	-0.064	-2.74	-0.084
-0.064	-17.732	-3.832	-18.664	-0.092	-2.808	-0.028
-0.352	-17.824	-4.704	-18.956	-0.136	-2.836	-0.016
-0.352	-17.824	-4.984	-18.9	-0.008	-2.8	0.0
-0.416	-17.424	-5.328	-19.28	-0.064	-2.74	0.016
-0.384	-17.98	-5.764	-19.84	-0.036	-2.984	0.008
-0.64	-17.704	-6.296	-19.78	-0.072	-2.7	-0.008
-0.576	-17.488	-6.388	-20.372	-0.044	-2.908	0.016
-0.512	-17.704	-6.544	-20.608	0.092	-2.996	0.008
-0.896	-17.548	-6.668	-20.46	-0.008	-2.68	0.008
-0.576	-17.704	-6.98	-20.96	0.0	-2.856	0.028
-0.896	-17.58	-7.54	-21.548	0.072	-2.848	-0.008
-1.056	-17.64	-8.104	-21.724	0.008	-2.612	-0.036
-1.024	-17.488	-8.32	-21.636	0.0	-2.888	0.008
-1.12	-17.332	-8.008	-21.932	-0.036	-2.76	0.008
-0.96	-17.272	-7.728	-22.196	0.072	-2.948	0.016
-1.12	-17.916	-7.104	-22.432	0.008	-2.78	0.0
-1.312	-17.672	-6.824	-22.432	0.024	-2.74	-0.016
-1.184	-17.796	-6.168	-22.284	0.0	-2.768	0.008
-1.216	-17.64	-5.172	-22.432	-0.044	-2.788	0.0
-1.12	-17.516	-4.204	-22.608	-0.036	-2.768	-0.028
-1.216	-17.58	-3.832	-22.548	0.024	-2.788	-0.008
-1.216	-17.148	-3.148	-22.696	0.052	-2.76	0.008
-1.376	-17.488	-2.212	-22.52	0.1	-2.8	0.008
-1.504	-17.272	-1.556	-22.58	0.0	-2.708	0.0
-1.44	-16.964	-0.84	-22.724	0.072	-2.72	0.0
-1.568	-17.18	-0.34	-22.548	0.044	-2.72	0.0
-1.6	-17.116	-0.092	-22.52	0.016	-2.66	0.008
-1.632	-16.44	0.092	-22.696	0.116	-2.6	0.008
-1.792	-16.84	0.092	-22.784	0.072	-2.768	0.0
-1.952	-16.624	0.152	-22.784	0.052	-2.672	0.028
-2.016	-16.1	0.216	-22.872	0.08	-2.62	0.008
-1.952	-16.348	0.124	-22.52	0.108	-2.632	0.008
-2.148	-15.64	0.152	-22.756	0.072	-2.572	0.016
-2.468	-15.24	0.124	-22.816	0.164	-2.484	0.016
-2.404	-15.424	0.152	-22.636	0.108	-2.54	0.0
-2.5	-14.9	0.464	-22.872	0.116	-2.54	0.016
-2.532	-15.364	0.748	-22.932	0.092	-2.56	0.0
-2.884	-15.176	0.404	-23.316	0.0	-2.632	-0.016
-2.82	-15.176	0.124	-23.492	0.092	-2.412	0.008
-2.884	-15.116	0.184	-23.404	0.036	-2.316	0.0
-3.044	-14.932	0.216	-23.58	0.136	-2.532	0.028
-3.172	-14.808	0.216	-23.728	0.044	-2.344	0.0
-3.46	-14.776	-0.372	-23.608	0.072	-2.296	-0.016
-3.812	-14.408	-1.776	-23.816	0.08	-2.324	0.0
-4.004	-13.944	-1.992	-24.168	0.072	-2.256	-0.008
-4.1	-13.76	-2.116	-24.344	0.192	-2.108	0.016
-4.36	-13.668	-2.148	-24.376	0.144	-2.196	0.0
-4.424	-13.268	-2.4	-24.7	0.052	-2.324	0.008
-4.488	-13.236	-2.336	-24.992	0.128	-2.324	0.008
-4.712	-13.084	-2.18	-25.228	0.072	-2.236	0.0
-4.584	-12.992	-2.244	-25.112	0.116	-2.208	0.008
-5.128	-13.084	-2.304	-24.964	0.156	-2.128	0.008
-4.936	-12.592	-2.18	-25.024	0.136	-2.196	0.008
-5.064	-12.408	-2.428	-25.112	0.072	-2.284	-0.016
-5.256	-12.62	-2.212	-25.228	0.128	-2.128	-0.016
-5.288	-11.944	-2.024	-25.2	0.164	-1.972	0.0
-5.608	-12.128	-1.932	-25.024	0.192	-2.128	-0.008
-5.576	-12.16	-1.868	-24.932	0.1	-2.04	-0.016
-5.832	-11.792	-1.588	-25.052	0.136	-2.048	0.008
-5.864	-12.036	-1.464	-25.2	0.184	-1.972	-0.008
-5.928	-11.668	-1.152	-25.2	0.192	-2.008	0.008
-6.216	-11.392	-1.12	-25.316	0.164	-1.972	-0.008
-6.248	-11.392	-0.932	-25.256	0.164	-1.98	0.0
-6.412	-11.296	-0.808	-25.376	0.2	-1.86	0.0
-6.412	-10.992	-0.652	-25.288	0.172	-1.952	-0.016
-6.344	-11.052	-0.964	-25.288	0.256	-2.108	0.0
-6.668	-10.928	-0.808	-25.524	0.2	-1.84	0.016
-6.86	-10.528	-0.464	-25.64	0.248	-1.784	-0.008
-6.86	-10.62	-0.528	-25.524	0.276	-1.94	0.0
-6.86	-10.528	-0.124	-25.492	0.256	-1.792	0.008
-6.828	-10.404	0.184	-25.228	0.2	-1.94	0.0
-6.828	-10.188	0.28	-25.228	0.264	-1.832	0.0
-7.116	-10.16	0.34	-25.168	0.264	-1.752	0.008
-6.764	-10.652	3.176	-24.668	0.2	-1.812	0.0
-6.86	-10.804	3.676	-24.256	0.264	-1.96	0.0
-6.668	-10.96	4.268	-24.288	0.208	-2.028	0.016
-6.764	-10.56	4.3	-24.288	0.208	-1.92	-0.016
-6.828	-10.804	4.236	-24.168	0.2	-1.86	0.0
-6.86	-10.496	4.268	-23.728	0.236	-1.94	0.0
-6.732	-10.312	4.392	-23.492	0.22	-1.892	0.0
-6.924	-10.528	4.36	-23.228	0.192	-1.912	-0.008
-6.7	-10.068	4.332	-23.02	0.2	-1.792	-0.008
-6.828	-10.188	4.828	-22.784	0.208	-1.94	-0.016
-6.7	-10.496	4.8	-22.4	0.192	-1.604	0.0
-6.604	-9.852	5.172	-22.108	0.192	-2.028	0.008
-6.572	-10.096	5.172	-21.724	0.2	-1.86	0.008
-6.86	-9.972	3.676	-23.02	0.236	-1.692	0.0
-6.636	-9.912	4.392	-21.756	0.184	-1.752	0.0
-6.636	-9.82	4.36	-21.284	0.172	-1.712	0.0
-6.796	-9.604	4.08	-21.636	0.192	-1.664	0.0
-6.7	-9.36	3.552	-21.4	0.192	-1.636	0.008
-6.924	-9.112	2.864	-21.932	0.208	-1.508	0.0
-6.892	-9.388	2.4	-22.08	0.22	-1.676	-0.008
-6.956	-9.36	2.116	-22.548	0.228	-1.604	0.008
-7.148	-9.112	1.836	-22.696	0.22	-1.548	0.0
-7.18	-9.112	0.748	-23.02	0.208	-1.692	0.008
-8.944	-8.496	0.216	-25.316	0.184	-1.252	-0.008
-8.944	-7.02	-6.388	-25.7	0.2	-1.624	0.0
-9.296	-6.188	-7.136	-25.936	0.248	-0.904	-0.008
-9.232	-5.696	-6.668	-25.58	0.236	-0.924	-0.028
-8.524	-6.372	-5.888	-24.492	0.208	-1.34	-0.056
-8.624	-6.804	-4.768	-23.64	0.192	-1.14	-0.128
-8.076	-6.34	-3.676	-23.432	0.172	-0.944	-0.128
-8.332	-6.772	-2.616	-22.844	0.092	-1.124	-0.232
-7.852	-6.864	-1.34	-22.724	0.164	-1.32	-0.204
-7.756	-7.756	-0.248	-22.58	0.1	-1.24	-0.224
-7.788	-7.82	0.248	-22.224	0.0	-1.328	-0.232
-7.724	-8.248	0.28	-22.224	0.0	-1.604	-0.24
-8.332	-8.436	0.34	-22.4	-0.016	-1.556	-0.268
-8.332	-8.588	3.02	-22.52	0.0	-1.308	-0.24
